"","num","title","content"
"250",330,"T랑 F가 반응 온도차이 제일 심한듯",""
"251",332,"estp가 적은거냐 눈팅하고 그냥 가는거냐","글리젠.ㅎㅎㅌㅌㅊ노 "
"252",335,"너희들 트럼프에 대해서 어떻게 생각함?","트럼프도 ESTP라고 하던데정치인 트럼프와 개인으로의 트럼프에 대해서 어떻게 생각함?"
"253",336,"본인 ES력 핑까 좀...ㄹㅇ",""
"254",337,"니들 ENFP랑 잘맞아?","친구로는 존나 좋았는데 씨ㅣ발 연애하니까 존나게 싸웠었음너네는어때"
"255",338,"너희 isfj 남자 어떻게 생각해?","         나 잇프제 남자고너네랑은 약간 다를 수도 있을지 모르겠는데 ESFP인 여자랑 소개팅에서 만났는데호감이 있어서잘해보고 싶어..두번째 만났고 세번째 애프터도 받아내긴 했고만날때마다 대화는 잘 통하는 거 같아다만 내가 남자인데 잇프제라 사실 말이 크게 없고..생각이 많고 배려해주려 노력하는 편이라조금 답답해보일수도 있겠다 싶어그래서 만남 중간중간 텀이 있을때도 카톡이나 이런걸 계속 보내줘야 좋은건지, 아니면 쉴때는 쉬라고 그냥 내버려두는게 나은건지도모르겠다.        "
"256",340,"안녕ㅇㅇ","Estp도 갤러리 있네 신기"
"257",341,"졸업식이나 정들었던 집단(회사) 떠나면서 울어본적있어?","난 한번도울어본적없다 시원섭섭해도 후련한기운이 더강하고과거를 보면 우는애들 많았던것같은데한번도운적없는내가 정이없는건가 싶고"
"258",342,"estp갤러특","90%는 짭엣팁임 ㅋㅋ "
"259",343,"ENFP 놀러왓는데","역시 엣팁들 쎄다...말투부터가 ㄷㄷ"
"260",344,"mbti랑 정치성향이랑도 관련있음?","         ESTP인데 일단 미통당 지지하는데         "
"261",345,"잇팁에서 놀러왔는데","너네 진짜 싸우는거 좋아해?말싸움,논리적인 토론 이런거로 이기는거좋아함?안귀찮아?비꼬는거 아니고"
"262",346,"엣팁들은 귀엽다는 소리 들으면 기분이 어때? ","아무생각 안듬?  "
"263",347,"입갤",""
"264",348,"엣팁a인데","엣팁a랑사귀고싶음 ㅇ "
"265",349,"개씨벌새끼 챙겨주는척하면서 컴플렉스건드리네","근데 사회화잘되서 대충 넘어갓음휴 잇프제여친의 생각하고 말하기 연습이 도움이 되었다아 쥰내 짜증나네 씨벌거"
"266",350,"나 맨날 estp나오는데 자신감이 부족함","estp면 그래도 자신감있어야하는거 아니냐?  병신마냥 눈치보는 엣팁나밖에업나.... "
"267",351,"나 연락 진짜 안봄","약간 기한없는 숙제느낌이라서 미루게되는듯....  근데또 안하다보면 외로워서 나중에 하는데 먼가 찝찝함 "
"268",352,"엣팁이 성격 급하다는데","안 그런 사람도 있음? 난 일처리 느긋하게 하는 편인데 "
"269",354,"엣팁이 학교에서 어떤 스타일임??","         ㅇ        "
"270",355,"엣팁 싫어","ㅈㄱㄴ"
"271",357,"엣팁들아 너네도 텐션 높은 편?","전에 친구들하고 술 마실 때 난 술 안 마셨는데도 저새끼 왤케 텐션 높냐는 소리 들음 "
"272",358,"어렸을 때 롤모델","         무한도전에서 사기 치는 게 재밌어 보여서초등학교 때 선생님이 롤모델 적어보라할때애들 다 세종대왕 이순신 적을 때나혼자 노홍철 적어서 냄        "
"273",359,"estp-a인데 텐션 별로 안높음","         그냥 나 기분 좋고 에너지 넘칠때만 텐션 높히고 아닐때는 그냥저냥 애들 하는 얘기 들음 입 털고 싶어서 안달나지도 않았고 그냥 할 얘기 있으면 하는듯 엣팁 특이랑 이런 면은 좀 다른거 같아 아 그리고 그냥이라는 말 ㅈㄴ 많이 쓰는듯 막 엄청 시끄러운 성격은 아닌데 입이 험해 그리고 이건 내 입으로 말하기 좀 그런데 (사실 별로 안그럼) 친구들이 내 성격 ㅈㄴ 좋아함 후빨해주는 애들도 꽤 있어나처럼 텐션 그닥 안높은 애 없냐? 참고로 여자임         "
"274",361,"엣팁인데","엣팁들이 극혐한다는 인프피 엔프피 얘네가 내 지인들 대부분이길래 생각해보니 걍 따까리로 끌고다니기 젤 좋은거같 병신같게 새벽만 되면 고민상담 삐삐치는데 가뿐히 씹고 그다음날 자느라 못봤다하면됨 선톡 왜 안하냐 서운하다 지랄하면서 일주일동안 안읽으면 미안하다고 장문으로 구구절절 보내는 인간들임"
"275",362,"나 엔팁이냐 엣팁이냐","존나 단순하고 오글거리는 거 싫긴 한데 막 창의력이 있지도 않고 보이는 거 그대로 믿음 별 생각도 없고 현실적임 근데 은근 근자감 있어서 내가 원하는 건 언젠가 꼭 이루어진다 이런 생각이 걍 깔려있기도 함 이상도 있어서 세상에서 가장 화려하고 멋있게 살겠다 누가봐도 간지나게 살거다 이런거 나처럼 이상이 있는 estp 있냐"
"276",363,"se","xy"
"277",364,"탈모약 ㅅㅂ..","탈모약먹으니까 사정감이 진짜 구려졋다 성욕도 줄고 발기부전이런건 아닌데사정할때 기모찌함이 엄청 줄어들고 야한생각이 잘 안남"
"278",365,"Estp-t인데 뒤에 붙은거 상관있냐","뭔차이임A랑 t있던데"
"279",368,"엣팁 썸녀 손절했는데","- 술 들어가면 스킨쉽 과감해짐- 술자리 좋아하고 절대 안 뺌- 친한 남자 많음을 이유로나한테만 안 그러고 딴 데서도 저러겠다는 느낌이 들었음성관계가 문란할것 같다는 이미지?대체로 어때?"
"280",370,"님들 길가다 맞은편하고 눈마주치면 계속꼬라봄?","뭔가 기싸움되는거같아서 일단 시선 돌리는데"
"281",371,"왜 삭튀함?","내 진심어린 조언 썼는데 ㅈㄴ 속상하네 ㅡㅡ"
"282",373,"엣팁은먼가","         약간 존나 따라다니는애들 세네명씩 잇지않냐 어딜가든        "
"283",374,"엣팁 특징 모아봄 ㅋㅋ 주관적일수도있음","고1때 학교에서 검사하고 거의 10년째 엣팁인 사람인데,내 특징 모아봄장난 존나 좋아함사람 잘 안믿고 사람에대한 편견 없음뭔갈 봐도 그때뿐. 그러려니함즉흥적인것에 만족을 얻는편인간관계 잘 신경 안씀너는 너 나는 나집순이인듯 안집순이개인주의인듯한 이기주의 ㅋㅋㅋ고답이 극혐핑프 개싫어함이성>>>>감성연애할때 빨리 불타고 빨리 식음(나 참고로 여자..)느긋하게 일처리하다가 마감다가오면 극도의 효율성 발휘근자감높음(근데 이거 나이들고 좀 약해짐)내일 죽어도 여한 없음"
"284",375,"니네 학교 어캐다녔냐 ","난 존나 거지새끼같이 대충다님 학교갈 준비가 귀찮아서  교과서 다놓고  나무젓가락 벌크로 사다가 사물함에 넣어놓고 그걸로 점심먹고  숙제랑 체육복 빌릴때도있고 갖고갈때도있고  체육은 거의 안하긴 했음  꼬리빗만 주머니에 꼽고다님  반항은 안했는데 논다고 오해 존나 마니받음  성적은 괜찮았어  "
"285",377,"10년된 친구무리랑 손절함","계속 선넘는 친구가 있었는데그 친구 꼴 보기 싫어서 그냥 그 집단을 나옴꽤 많이 친한 친구들이었는데얼마전에도 진짜 친한 후배가 선 좀 넘어서 바로 손절했는데이러다가 진짜 인생 혼자사는 거 아닐 지 좀 걱정되네그래도 막 풀고 이러는 거 졸라 귀찮아서 못해먹겠음"
"286",378,"Infp 인프피 ㅅㅂ 졸라 좆같이군다","존나 걍 손절각인데 사회적 인지도때문에 못하는중시발 그냥 대면대면하게 지내야하노 졸라싫음"
"287",379,"안녕 나는 estp 친구를 둔 isfp야","내 친구랑 나랑 다른점을 좀 적어볼게1. 쌉인싸다이건 진짜 나랑 완전 상극이야모임,동아리 뭐 아는 사람 ㅈㄴ 많고 카톡 단톡방도 ㅈㄴ많음난 낯가리기도 하고 나가는거 귀찮아서 무조건 집에만 있는데얘는 맨날 밖에 있음. 얘랑 약속 거의 한달에 한번꼴로 잡는데근데 그마저도 약속 전날 되면 나가기 귀찮아서 취소됐으면 좋겠음..2. 눈치안보고 무조건 말,행동한다.나같은 경우는 그냥 귀찮기도 하고 언쟁같은거 싫어서넘어가는 스타일인데예를 들면 피시방에서 누가 시끄럽게 게임하고 있으면 바로가서조용히 해달라고 말하러감(나는 진짜 도저히 못참겠다 싶으면 몇분 더 참다가 머리속으로 시뮬레이션 돌리고 가서 말함)그리고 이건 다른 경운데 내 다른 친구랑 밥먹으려고 주문할때는 서로아 니가 주문하라고 미루고 있는데얘랑 가면 무조건 얘가 다해줌 ㅋㅋㅋ필요한거 있으면 이미 벨 누름3. 굉장히 즉흥적임갑자기 뭐 하자고 함예를들면 밤인데 갑자기 차빌려서 주변 1시간 거리 바다보러가자고함집에있을때 그런 연락오면 나는 맨날거절..밖에 같이 있다가 저런 경우면예전엔 가줬는데 요즘은 그냥 귀찮음..집이 짱임..생각나는건 이것뿐이네..인싸들 보면 신기할 따름이다 나로서는.."
"288",380,"엣팁남자들 왤케 잘생겼음?? ","내주위에 엣팁 남자들 보면 하나같이 개존잘 ㄷㄷㄷ  "
"289",382,"진짜 뭐가 좀 거슬리면 바로 손절하는듯","7년된 친구 손절친한 학교동창 손절게임하다 친해진사이 ㅈ꾸 밤에 톡해서 손절그래 머 나중에 사람 사귀면 되는거지 쩜 아쉽긴 하다,, "
"290",383,"니들도 혼밥쉽냐??","         난 쉽게함먹고싶은건 바로 혼자 가서 먹고옴        "
"291",385,"연애할때 간쓸개 다퍼주면","바로 노잼 되지 않냐 기싸움 하는 맛이 없어 썸이 꿀잼임 "
"292",386,"엣팁끼리 정모하면","가관일듯..ㅇㅇ"
"293",387,"밑글에 손절쉽다는 얘기 나와서 궁금한건데","         나만 대놓고 손절치는 놈 잘 없냐?어차피 주변에 많은 사람 중에 진짜 베프는 몇명밖에 안 되는데얕은 인간관계야 머 눈에 거슬리든 말든...기억만 해두면 되는 거 아닌가 아 저새낀 말종 ㅋ 하고        "
"294",389,"인프피였을때 워낙 호구등신짓을해서","다니는 애들한테도 찍히고 하여튼 나대고다님 지 기분나쁜거 티내고 백날천날 징징대고 고민상담하고 오지랖부리고 인프피표본으로 쳐살았는데 그러다보니 주변인맥 다 떨어져나감지금은 인간관계 집착도 안하고 걍 이갈고 살아서 개인주의 마인든데 그때 생각나면 내 자신 쳐죽이고싶음 존나 좋은 환경에서 그거하나 못버티고 질질짤았던거 "
"295",390,"니네 트럼프 코로나 소식듣고 뭐했냐","난 미국달러 환율검색함 "
"296",391,"난 개랑 애앞에선 f됨 ","풍경앞에서도  갑자기 감성이 2만정도 생김  그냥 인간이랑 돈앞에서만 갑자기 이성이 돌아오면서 극사실주의 눈까리가 도는것같아  "
"297",392,"엣팁ㅈㄴ개인주의아님?","엣팁-a 여자인데 ㅈㄴ 개인주의임인싸고 주변에 친구 많고 인간관계 스트레스도 없는데결국 혼자가 제일 편하고 혼자 살 수 있을 거라고 생각함이지구에나혼자여도잘살듯"
"298",393,"여기도 중고딩새끼들이 역할놀이하는거같음","ㅅㄱ"
"299",395,"여기가 그 천조국 트황상께서 갤주라는 곳인가요?",""
"300",396,"사람들은 자기자신을 st로놓고 싫어하는사람을 nf로놓는 경향이잇음","         ㅇㅇ        "
"301",397,"istj이 이기적이고 편만들기 좋아하는 사람있음","막내딸로 자라와서그런가봐istj이 개꼰대라 그런건가 나 잇팁인데 같은 st끼리도 별로구나...하는 생각이 ㄷ든다"
"302",398,"estp는 intp어떻게 생각함?","         나는 intp인데 내 이상형이 estp, estj 인듯.. esfp도 상대방만 안힘들다면 괜찮구 근데 반대로 너네들은 intp하고 연애해본 사람 있음? 어떤지 궁금        "
"303",399,"estp 여자애 생일인데 어떤거해줄까","올리브영 상품권 같은거 받으면 성의 없다고 느낌? 겨울이니까 미니가습기나 핸드크림 무드등 이런거 사줄까"
"304",400,"니네 영어공부 어캐함","난 일단 영국인 친구 만들음 "
"305",401,"본인 mbti 성격 이동"," 초등학생:enfp-infp중학생:isfp고등학생:istp현재:estp "
"306",404,"ENFJ인데","         MBTI 성향 검사 해봤더니 ESTP 40%밖에 안나오더라뭐하는 곳인가 해봐서 와봄        "
"307",406,"궁금","isfp 어떰? "
"308",407,"인프피사고회로","         지가 뭔잘못을 함- 그에대한 대가가 옴- 기부니가 나쁨- 위로를 받아야겟긴 한데 지가 잘못한게 잇어서 위로해줄사람 없음- 합리화- 자기를 욕하던 사람들이 미워보이기시작- 개지랄+ 이새기들은 받은상처가 많아서(감정형) 항상 위로해줄사람을 찾음i(내향형), n(직관형)이라서 지들만의 세계에 빠져잇는데그걸 공감해줄 사람을 찾으려고잉뿌삐! 이지랄하면서 귀척 온갖 개지랄떰어휴시발새기들        "
"309",408,"타유형 은근많네 ","여긴 엣팁 갤이 사실상 아닌거 같으니까 엣팁 컨샙 잡는 타유형 물들기 전에 손절함 ㅅㄱ"
"310",409,"인붕인줄 알았는데","남들이 보기엔 estp래서 뭔 개소리지 싶음 "
"311",411,"엣팁이 본 인프제랑 엔프제는 어때? ","인프피나 엔프피보단 낫겠지??  "
"312",412,"글 리젠율 씹망이네 진짜 엣팁새끼들","         나도 엣팁이고 유일하게 하나있는 엣팁 커뮤니티라눈팅만 하다가 답답해서 글쓴다엣팁새끼들 티내는것도 아니고 리젠율 좆망이네        "
"313",413,"나만 답답하고 얼타는애들 극혐을뛰어넘어 패 죽이고싶냐","         진짜 어리버리하고 답답하고 얼타는애들정말 싫은정도를 뛰어넘어 패죽여버리고싶다직장에 신입애들 들어올때마다말 한번에 못알아먹고 뇌정지오고표정부터 어리버리하고 이런애들엣팁을 떠나서 대부분 다 이런애들싫어하겠지만 난 진짜 싫은정도가 아니라존나 패고싶다 뭐 시켰을때어리버리한 표정으로 뇌정지와서 윽엑대면진짜 옆에있는 볼펜으로 정수리 찍어버리고집으로 가라 하고싶다        "
"314",415,"엣팁 진짜","왜케 멍뭉이 같냐...ㅠㅠ"
"315",416,"저능아 한마리(힛땅 112.153) 낚아서 후두려 팬글","         짜증나는 일 있을때마다 댓글 보고 스트레스 풀러옴 48 ^오^        "
"316",418,"사업 진짜 잘할 수 있을 거 같음","엣팁이 활발한 사업가형인가 암튼 그렇잖아근데 mbti 유행하기 전에도 사업하면 잘 할 수 있겠다는 생각을 한 적이 많았음근데 성인돼서 사업을 해보자니 지금까지 공부한 것도 아깝고 자금도 없어서 아쉬울 뿐그냥 내가 공부로는 가망없는 샛기여서 사업밖에 답이 없었으면 내가 어떻게 했을까라는 생각 가끔씩 하곤 함그래서 스타트업 알아보기도 했는데 전공이 스타트업하기에는 적당하지 않는 과라서 그냥 포기하고 취업이나 해야겠다 생각하고 공부중나중에 돈 벌면 직장 다니면서 꼭 사업해보고싶다혹시 지금 사업하눈 엣팁있나??있으면 후기좀"
"317",419,"애초에 estp들끼리만 모일필요가 없는데 글을 안싸지","그냥 사람많은데 가서 놀고말지 굳이 여기와서 뭉칠이유가?? "
"318",420,"너넨 좌파사상 좋아하냐?? ","나는 사상자체는 존나 이상적이고 퍼펙튼데거 뭐랄까저렇게 보편적으로 두루두루 써재끼면그걸 분명 벌어야되는 새끼가 있을텐데그게 누굴까?이게 걱정되던데국고 긴축해가며 킵해둔게 많은것도 아니야관광수입이 오져벌이는것도 아니야석유가 나오는것도 아니야결국 수출입 수수료 떼먹고 노오동 소득 올리는 나란데그래서 좌파정권 내지는 보편적 복지라는 개념이 들어오고 나면뒤로 딸랑거린 불륜 증거가 같이 나오자너아님 scv용 난민이 들어온다든지쓰레기를 받아준다든지근데 그건또 대가리 꽃밭들한테 납득을 못시키니두루뭉실 넘어가고난 구래서 그냥 좌파한번 우파 2~3번이 이상적이지 않나그런 생각이 들긴함뒤질것같다 싶을때쯤 달래는 포지션으로 좌파 끼는게 이상적인것같음어차피 세금답게 세금내는 포지션은 많이쳐줘야 30퍼고 떠맥여야될게 나머지일테니모랄까 존나 우는아이 달래다 초가삼간 태우는 느낌이 내가 생각하는 좌파임 딴 엣팁도 같?"
"319",421,"날씨 존나 좋아 ㅠㅠ",""
"320",422,"infp인데 나 괴롬히던 동기가 자기 estp래","다행히 entp행님이 나 지켜주셔서 자살안할수 있었다 ㅠㅠ "
"321",423,"엣팁이 모기잘물리냐?","         모기좇같네 ㅆㅂ새기들        "
"322",424,"고앵이","왔다감"
"323",425,"기부니가 안줗다","ㅠㅠ"
"324",426,"나는 트럼프 이 마인드는 존경스러움 ","언론의 주목이 새 호텔과 골프장을 꽁짜로 홍보해줄것이다이거 돈에대한 공격성이 존나 시발 예술적임우리나라에 수입해오면 돈 존나 잘벌어올것 같음 사실 대통령을 안했어도 잘먹고 잘살던 새끼가인성 문제있는 바람에 어글끌다 대통령된 느낌코로나나 걸리고 ㅉㅉ "
"325",428,"예전에 대학교 통학할때 가끔 집가다가","내려서 한참 걸으면서 주변 구경하고 그랬는데새로운 동네 새로운 풍경 재밌어서ㅋㅋ"
"326",429,"친구구해요♥♥♥♥♥♥♥♥"," - dc official App"
"327",430,"ESTP 분들 제발 설문조사 참여해주세요 ㅠ0ㅠ","         ESTP 분들.. 제가 학교에서 졸업논문을 쓰는데MBTI별 색채선호도 조사 논문이거든ㄷㅇ여... INFP 분들은 40명 일때 ESTP 분들 3명 참여해주셔서... ㅋㅋㅋㅋㅋㅋ 아 진ㄴ자ㅏ 원래 이렇게 설문조사 참여 안하시냐구여 !! ㅋㅋ ㅋㅋㅋㅋ ㅠ0ㅠ ... 그래서 이렇게 돌아돌아 ESTP 마이너 갤러리까지 오게되었습니다 ㅠ0ㅠ 그래두 ESTP 사랑해요.. 저희 어머니두 ESTP시거든여 ^0^ 다들 부담스럽지 않으시면 한번씩만 참ㅇ여 부탁드려요.. ! 20대 조사라서 20대 성인만 받아여 ! 부탁드립니다 ㅠ0ㅠ     링크 요기 !!  https://forms.gle/zcgioWpk8qyit1vE8        "
"328",431,"사람 상대하다보면 매번 빡치는 포인트가 ","아니 시발 인간이란게 생각이 있으면 들어봤다와 안다와 할수있다는 구분을 할줄 알아야 할거아니야 물론 세상 모든 지식을 일일히 사색하고 전공하고 돈쳐들여 습득할수는 없는 노릇이니까 개잡소리 하는건 이해하는데뭘 쳐 인용하고싶으면 어디서 들었는지는 기억을 해야할거아니야 근데 건너건너 들어봐 떠오른 소리를 아는것처럼검증 한번 안해본 소리를 겪어본 것처럼나대는 새끼들 볼때마다 실로폰으로 띵똥땡똥 때리고싶음그걸로 스몰토킹 넘어서 확신까지 갖고 훈계 선동질까지 하려들면 진짜그냥 죽이고싶은데참고 언제 어디서 어떻게 하게된 생각인지 물으면 나만 성격 드러운 새끼되고 시발그래서 돈안되는일에 말상대를 잘안함"
"329",432,"본인 istp지만 종종 estp마인드임","본성은 istp에 이성은 estp인듯 직업추천도 사업가뜸 "
"330",433,"Isfj 인데 estp랑 그렇게 잘맞는대자너","내가 좋아하는 애 mbti 먼지 물어보기 창피한데걔가 estp인걸 확실하게 알수있는 특징이 머가있을까Estp면 거의 무적권 이렇다. 이런거"
"331",435,"estp이 싫어하는 인간","거의 없지 않음?대놓고 싫어서 욕하는 건 범법자들이나 사회악들이나 남한테 피해만 끼치는 인간 같은 사람들 제외하고는 없는 듯근데 난 경험적으로 꺼려지는 인간상이 생기긴 했는데 '의미 부여(망상)' 잘하거나 '피해의식' 큰 애들 --> 이런 애들이 주로 남을 힘들게 잘해서근데 대놓고 싫다고 눈도장 박아놓고 가리진 않음.그냥 거리만 둘 뿐임. 뼛 속 깊이 싫어하는 경우는 없는 듯."
"332",436,"estp 특징","사람을 안 보고 상황만 본다.동의?이게 남한테 크게 관심 없어서 나오는 마인드인 듯ㅋㅋ그래서 사람을 잘 안 가리고 할 말 잘 하는 듯"
"333",437,"씹프피 남친 어떰?","애 사람 자체는 좋고 진짜 맘에드는데 사랑한다고 안해준다고 뭐라하니까 좀 그래"
"334",439,"얼마전에 infj갤 시작했다가 여기도 함 와봤는데","갤러리 분위기가 확 다르네 ㅋㅋ infj갤러리는 뭔가 다들 진지한얘기만해서 무거운분위기야 궁금한게 너희들 infj랑 잘맞는다는데 어느부분에서 잘맞는다는거야??? "
"335",441,"니넨 열등감 어캐 생각하냐","나는 용어를 바꿔야된다고 생각함   열등함으로  열폭종자는 내면심리 이전에  실제로 존나 인간자체가 딸림  인간이라고 하면 좀 그렇고 상황상 남능력 빨아먹어야함  그게 정서조절능력이 됐든  대인기술이 됐든  좀 모질라 물론 우열은 상대적인거라  90점대 그룹에 70점짜리가 껴서 동점수대를 받으려들면 얜 암튼 나머지를 존나 귀찮게 하게 돼있어  이런걸 자기성찰이 되고 성숙한 인간같으면  본인의 부족한 면과 맞서서 대안을 마련한다든지 부족한면을 단련시킨다든지 다른 잘하는걸로 딜을 친다든지 해서 극복하겠지만  노답인간들은 자기가 딸림 이거 자체를 못받아들여서 사단을 내는거고  이 부류가 열폭종자로 진화하는듯  "
"336",443,"ㅅㅅ할때 유형별 반응 망상","INTP 남자  엉덩이 철썩 때려주면 헉헉하면서  주인님 주인님 하고 복종하면서  그런자기자신 모습에 흥분느낌  ISTP 남자  엉덩이 찰싹 때려주면 아프다고 짜증내는데  무시하고 목조르면서 항문개통해주면  처음엔 거부하다가 그렇게 강제로 당하는 상황 자체에  흥분을 느끼고 그런 자기자신의 모습에 더러운 기분 느끼면서  역으로 그런 더러운 기분이 쾌감으로 변하고  당하는 ㅅㅅ에 중독돼버림  INFP 남자  겉으론 왜이래요 왜이래요 하지만 사실 속으로는 더해달라며 느끼고 있는 음란한유형  ISFP 남자  하으응 하면서 수줍게 음란한 소리내며 여심 살살 자극하는 야한남자  ESTP 남자  자기가 항문관통 당하는 상황에서 오우뻐킹쉣 하면서 허리 당차게 흔들어대면서 눈나 더 쎄게 소리지르면서 리드하며 즐김  ENTP 남자  각종 듣도보도못한 음란도구들 가져와서 자기괴롭혀달라고 아양부림  INTJ 남자  당하고싶은 판타지가 이미 가득차있지만 겉으로 드러내기에는 수줍어하는데 목줄채우고 채찍으로 엉덩이 휘갈기면 좋아하는 모습을 감추지를 못함  "
"337",444,"엣팁남들아 너네 성감대 어디임?? ","ㅋㅋㅋㅋㅋㅋㅋ "
"338",445,"너넨 너네 무시하는 친구랑 잘지낼수있냐","딴건 다 그냥 넘겼는데 이건 진짜 짜증나서 다 손절침대놓고말고 은근히 돌려서 무시하는거 ㅇㅇ내가 뭐 1등했다하면 오 축하해 근데 그거 1등하기 쉽다더라 기준이 허벌이던데ㅋㅋ 이런식"
"339",446,"애들아 어떻게 하면 estp되냐?","난 istp임 ㅎㅎ "
"340",450,"p를 뜯어고치고싶다","         난왜끈기가없을까        "
"341",451,"Estp인데 고치고싶은거있음.","맘여린애들한테 말너무 막하는거 고치고싶음내기준에서 말하니까 뭣도아닌말인데 그말로 상처받고성격에 따라 짜증나고 기분우울해진다던가 그런 식으로 스트레스를 받아버리니까.. 가뜩이나 공감도 못해주는데ㅅㅂ친할수록 더 그런데 이게 여자애들이랑 얘기할때 특히심함 남자애들은 그냥 저냥 넘어갈수있어도.. 그리고 모르는사람한테 관심조차 없고 다른사람에 대해 생각을 안하다보니 남들 시선을 좀 너무 신경을 안씀그래서 나중가서 내 이미지 안좋았던걸 건너건너알게됨근데 친해지면 다들 성격좋다고 그럼. 알지도못하면서날 뭔데 평가하는거지 싶긴한데 이해는 감...사람 개개인에 신경쓰기보단 전체적인 그 상황으로보는듯. 꼼꼼하고 계획적으로 실행잘하고싶다. 이상한 재밌는거 할때만 빠릿빠릿 움직이지말고 ㅠ"
"342",452,"엣팁들은 n식 대화법 들으면 무슨 생각들어?","엣팁 성격상 존나 패버리고 싶겠지?  "
"343",453,"엣팁은 일진답게 범죄율도 1위네 ","ㄷㄷ하다  "
"344",455,"전남친 때매 각성한 estj 꼰대임","전남친 estp였는데존나 처음엔 예쁘다 사귀고싶다 간이고 쓸개고 다 빼줄 것 마냥 굴더니사귀니까 지 혼자 점점 식고 무심해지더라ㅡㅡ그런데 헤어지자는 말은 안함 ㅅㅂ1년 넘어가고부터 계륵 취급 받는 느낌이었다.그래서 맘에드는 이성 생기면 바로 바람이나 환승하겠구나 싶어서 결국 내가 헤어지자했음.빡치네여기 글 좀 보니 딱 내 전남친 같은 애들 많이 보여서 훈수 좀 두겠음.처음에 먼저 좋다고 상대방도 자기 좋아하게 만들었으면 좀 책임감 좀 가져ㅅㅂ연애기간 좀 됐다고 무뎌지는거 당연한거라 생각하면서 관계개선 할 의지도 없고, 노력도 안하려고 하면서 상대방 상처주지말고ㅡㅡ차라리 맘 떴으면 더 정들기전에 헤어지자말해 ㅅㅂ"
"345",456,"니네는 이상형 뭐냐?","ㅇㅇ "
"346",457,"니네언제손절해","궁금해서ㅋㅋ"
"347",458,"너네는","너네 떠난다고해도신경안쓰냐나진짜존나잘해줬거든니네가어떤스타일인진아는데그냥 궁금해서써봐오죽하면 갤까지찾아오겠냐엣팁만달아주라내가진짜힘들어서그래 운적도많고정때문에 못끊고있어근데얘도어느정도짐작은할걸아마그래도 내가 아쉬우니 항상 소중하다곤했는데지쳐 ㅋㅋ 친구관계야"
"348",459,"살아있는새기없냐",""
"349",460,"너네 목숨 몇개임??","엉?? "
"350",461,"엣팁 여자 글 첨 써봄","하위 잇팁이었다가 엣팁돼서 갤러리 구경하다가 글 써보고 싶어서 써봄 엣팁 밈 같은거 있으면 보내주셈ㄱㅅ"
"351",462,"와 엣팁 갤에 글이 올라오긴 하는구나 ","잇팁인데 e i 반반씩 나와서 놀러와봄 "
"352",463,"e i 반반이래서 엣팁갤 와봤는데","확실히 엣팁은 아닌듯  "
"353",464,"대체로 엣팁이 개썅마이웨이지?","난 타유형인데엣팁 개썅마이웨이 부러움쿨하고 뒤끝 없어 보임ㅋㅋ가까운 엣팁 관찰했는데 자기합리화의 달인이라는 걸 느꼈음나도 정신승리 잘하고 싶어 "
"354",465,"나는 이런 사람이 진짜 존나 살기 올라오던데","나 평소에 사소한 걸로는 말싸움 안하고  불필요한 기싸움은 유하게 잘 넘어가는 편임  근데 내가 뭔가를 하고 있는데 옆에서 한마디 얹으면서 가르칠려드는 새끼  어떤 지좆대로의 도덕적 판단을 근거로 내 행동이나 결단에 제동 거는 새끼  진짜 이런 새끼 옆에 있으면 나 눈돌아감 걍 그 자리에서 몸 싸움도 가능함  상대방이 남자라 여자인 내가 쳐맞다가 뒤지는 한이 있어도 저 꼬라지는 못봄  나 밑에도 말했지만 e랑 i 반반 나오는 istp-a 에 애니어그램은 8w9 나옴  (짤은 영어로 하니깐 i가 좀 더 높게 나왔음)  estp들도 그런지 아니라면 어떤 인간의 유형이 제일 살기 올라오는지 궁금함  + 그리고 엣팁들이 무슨 지적 당하는 게 팩트면  스스로 수긍하고 그냥 넘어간다는데 ㅋㅋㅋ 내 기준 절대 아님  시발 팩트라는 것도 사실상 그냥 말장난에 불과한 거 아니냐? 팩트 = 어떤 현실에 대한 주관적인 감각을 지만의 논리로 그럴싸하게 늘어 놓은거  "
"355",466,"엣팁들한테 팩트로 궁금한점","팩트약간 발작 버튼인거 같아서 적어봄 도무지 반박할 수 없는 말로 지적해도 빡침? ex) 팀 회의 시간에 지각하지마라 "
"356",467,"자 가슴에 손을 얹어보자. ","내 생각이 남과 다르면 화가 나는 부분이 있는가?나는 논리적으로 이야기하는데 남은 무논리적으로 이야기하는 것 같은가?지적질을 당하면 그 순간 화가 나는가?타인의 논리에 대해 이해되지 않는 부분이 있음 무논리로 몰아가는가? 타인의 잘못을 그냥 넘어가지 않는가?토론 중 내 생각과 전혀 다른 방향 분위기로 흘러서 결국 내 의견을 채택하지 못하면 화가 나는가?타인이 나를 지적질하면 무시하는 것 같이 느껴지는가?내 잘못을 나름 나만의 주관적인 생각을 갖고 인정하지 않는가?화가 나면 쉽게 풀리지 않는가?=분노조절장애, 사회적 의사소통 장애"
"357",468,"인프피갤 남갤러들이 노는법.jpg",""
"358",469,"infj갤.. infp혐오가 된 전설의 시발점.jpg",""
"359",471,"에고그램","에고그램 테스트 해서 이거 나왔는데 안좋은거냐"
