"","num","title","content"
"50",87,"estj 욕하는건 별상관 없는데ㅋㅋㅋ","제발 estj 욕은 하고딴데가서 우리가 꼰대질한거 지적한거 우리하는행동짜증나고 이해안가면 그 행동남앞에서 바꾸지말고 평생 그렇게 살아ㅠㅠ니네가 욕한데로 살라고ㅠ estj 탓하지말고 또 제발 estj 따라하지마라ㅠ난 이게 제일 역겨움아 estj 가 늦지말래 짜증나ㅇㅈㄹ 불평 불만 존나 해놓고 담날 왜 지각안하는거임?ㅋㅋ그렇게 불만이었으면 지가 원하는데로 지각하고 니 원하던데로 늦게오면 되는데왜 일찍오는거임?? 존나이해안감지좆대로 하고 걍 회사짤리면 되는데왜 estj한데 징징거리는지 존나노이해부모가 잔소리하면 독립하면되는문제임그래놓고 정작 짤리면 또 estj한테 ㅈㄹㅈㄹestj는 사회찌질이들 불만 불평 화살은 다들어주고실질적으로뒤에서 피와살 다 뺏기는 유형들임힘내라"
"51",92,"estj 연애할 때 애정표현","나는 enfp고 남친이 estj인데 "
"52",93,"대기업 인성검사했는데 단점이 없는게 고민...","당신은 근면성실합니까? 예쓰당신은 윗사람의 조언을 받아들입니까? 당연히 예쓰당신은 하기싫은일도 끈기있게합니까? 예쓰당신은 기분이 언짢아도 밝은표정입니까? 예쓰당신은 낯선사람에게도 먼저 말을 겁니까? 예쓰이거 구라여도 걸러진다는데나도 중간에 적당히 노좀하고싶었는데estj 는 노가 딱히 할께 없더라...."
"53",94,"렇9ㄹ9개개헤르더뇬ㅅㄴㅎㅈㅍ노야라우더냐툖ㄴㅎ뇮묘녀어룽8아짖0처느마느브브주","너두달9텨부다쳩8ㅁ바ㅡ3ㅏ챠쿠즈4ㅐㄱ91101ㅔ베재자즈냐투루더댜느드잽비ㅡ비베매타우두두려챠추그ㅡ걍9타므브즈제ㅑㅌ챠ㅓㅊ구ㅜ지미노로쳐탸ㅔㅁ비즈구처터키ㅔㅁ배ㅕ거수우애아제자으탸마베래터즈래처두라캐베베베재댜우구걍이시자래자닷쟈저 "
"54",95,"아빠가 estj인데 뒤질거같습니다","본인 isfp.."
"55",96,"estj가 많이 까이는 이유가 이거같음","인성과 mbti는 별개의 영역이지만똑같은 수준으로 인성이 나쁘다고 가정했을때 다른유형보다 공감능력이 떨어지는 유형이라 남한테 상처주기 쉽고그래서 더 욕먹는거같음 그런 인성을 가진 사람은 굳이 estj가 아니더라도 욕먹겠지"
"56",98,"엣팁인데 estj되고싶다","         공부해야되는데 억지로 계획을 세워놔도 100프로 지킨날이없다 ㅆㅂ        "
"57",100,"여기 estj = 불건강한 찐따 병신인 이유","애초에 정상적인 estj면 디시질을 왜하노 그시간에 생업에나 신경쓰지"
"58",101,"그나저나 Esfp 갤 도데체 뭔 일이 있었던 거노","Mbti 갤들 둘러보다가 여기랑 다른 갤들은 그럭저럭 잘 돌아가는데 저기는 완장 부재에 어떤 미친놈이 도배 테러중인데 도데체 뭔 일이 있었던 거임?"
"59",102,"회사에 INTJ 신입왔는데 ㄹㅇ정신병자같아ㅋㅋㅋ","한달된 신입인데 나보다 나이도 많은게일도 ㅈ도못하고 말귀도 못알아쳐먹고ㄹㅇ아스퍼거 증후군같음ㅋㅋ다같이 회의하는데 자기혼자 말도없이 카페가고1시까지 오세요. 했는데 1시에 출발하는 씹병신.성격도 씹노잼 진지충참다가 대표한테 말했는데적반하장으로ㅋㅋㅋ쒸익쒸익 대면서나보고 인생그렇게 살지마라는거ㅋㅋㅋ 자기일에 관여하지마라는거ㅋㅋㅋㅋ저기.. 니새끼가 일을 쳐못하고 안하니까 내가관여하지 븅신아?좆같지만 어차피 말안통할 장애인같아서아ㅎㅎ  죄송하다~ 하고 내가 후밴데 내가 커피사주면서앞으로 잘해봅시다 환자수송했음근데 담날도 나좀보자더니ㅋㅋ자긴 아직도 화가난다면서ㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ앞으로 나랑상종 안하겠데ㅋㅋㅋㅋㅋ나보고 쌍욕시전함ㅋㅋㅋㅋㅋ이때 좀 신들린새끼같아서 난 웃었음할말다하셨음요? 더 하실욕있나요?ㅎㅎ하고 일어났는데오늘 팩스기계 안되니까나한테 사과하더라ㅋㅋㅋㅋㅋㅋ진짜 뒤끝있는새끼들 너무추함ㅋㅋㅋ사회생활에선 쿨한척이라도 해 좀"
"60",103,"T랑 F가 반응 온도차이 제일 심한듯",""
"61",104,"깔끔하게 재벌가들 처럼 정략결혼하고 싶어","여기 estj들 연애관 궁금해하는 사람들도많은것같아서케바케겠지만 난솔직히 까놓고 말해서 반려자될사람이지만 백프로 다믿거나마음을 다주진 않을것같아내가 부모님사랑하거나 내가낳을자식한테 주는 무조건적인그런 순수한사랑은 안될것같다는거지...뭐랄까.. 그냥 나라간에 협정맺듯이 의리로 살게될것같애실제로 나이든 어른들 말 들어보면 결국 그렇게 산다고들하시잖아ㅎㅎ그래서 난 알콩달콩하는연애나, 감정오가는? 이런것들이그냥 무의미하고 시간낭비처럼 느껴져ㅠ어차피 나이들면 꼴뵈기싫어질텐데어차피 결혼하고 애낳고 살면 돈이 최곤데 이런것들이 무슨소용이지 싶어서.그래서난 조건딱 맞춰서 정확하게너희집에선 얼만큼 해줄수있니?난 이거 차려줄수있어. 재산은 이정도고 넌결혼하면 이렇게 해줬음좋겠어정확하게 말하고 조건맞춰서 결혼하거나 연애하고싶어재벌가들 이렇게 많이 하잖아. 현명하다고 생각해사랑보고 결혼한 이부진도 이혼했는데..estj마다 케바케겠지만 일단 내가 요즘 드는생각은 이래"
"62",105,"요즘 공부하다가","잊어먹지 말아야겠다 는 생각때매 "
"63",106,"니들은 성격 정반대인 애랑 사귄다면 어떨꺼같음 ㅇㅇ","INFP 누나 좋아하는데 누나가 너무 철벽친다"
"64",107,"ㅎㅇ 엔팁에 관한 의견 물으러 옴","         나는 엔팁은 아니고 엣티제도 아닌데엣티제가 생각하는 엔팁이 어떤지 물어보고 싶어서 왔음.내가 본 엔팁하고 엣티제들은 주로 잘 안 맞는 것 같던데, 너희도 그렇다고 생각함? 이유랑 같이 좀 부탁함. 내 현실관계에 큰 도움이 될 것 같아서 질문함.        "
"65",108,"아빠가ESTJ","십몇년째 갈굼당하고있읍니다.. "
"66",109,"estj 특유의 내로남불 너무 싫음진짜 ","자기만의 가치관으로 남 판단하고 평가하고 내로남불 오지는거 토나옴 자기합리화도 뒤지게 잘함 존나 예민해서 지 욕먹은거 다 기억하고 찐따마냥 속에 다 담아둠 쿨한 척 할때마저 계산적 소심하지만 관심받고 싶은 이기적인 찐따 ㅡ estj"
"67",110,"estj 친구들아 너네도 다른 mbti 갤 가서 욕하고 그래?","우리 갤엔 어디 estj 한테 한 대 맞은 애들밖에 업나 왤케 다 estj 싫어함??  굳이 찾아와서 욕하는 것도 ㅈㄴ 이해안댐"
"68",111,"야 엣티제 ㄹㅇ 말 많음? ","타갤에서 누가 그러던데 엣티제 친구 말 많다고 절대 안닥치는 유형 조합 거기 낀다고 ㅇㅇ내가 본 엣티제들 집단에서 과묵하고 카리스마 있고 승부욕 오지는 인싸들이었는데 친해지면 말 많냐 어떻게 하면 친해짐? 너네 호기심 든다 "
"69",112,"엣티제 갤러들아 너네도 번아웃 오냐","나는 주기적으로 오는 듯 "
"70",113,"근데 기업에서 estj 좋아하는거 맞아??","         난 일 너무 빨리한다고 꼼꼼히 안본다고 ㅈㄹ하던데...그리고 선배보다 오만하다고 늘 지적받았어....기업에서 좋아하긴 개뿔이..... 아니지않아 estj?        "
"71",114,"estj친구들아 istj랑 잘맞음?","내 절친이 estj라 물어봐"
"72",115,"나 estj 딱맞음","ㄹㅇㅋㅋ나는 내 성격 좋은데"
"73",117,"회사에서 차라리 estj 상사유형이 제일낫다","infp상사 만나봤냐?이것들 상사면서 일좆도못하고 가끔 분노조절장애있는데말은 안하고 혼자 쳐삐짐ㅡㅡ회산데 사적으로 존나 치근덕댐  리더십 존나없어서 믿음이 안감더윗상사한테 맨날 개발리고 쳐움일하면서 음악틀어놈 이런상사가 낳냐?잔소리좀 해도 성과급 제때잘챙겨주고사적인거 터치안하는 상사가 낳냐?ㅋㅋestj 상사가 백번나아다들 estj 하늘같은줄 모르는구먼"
"74",118,"우리나라에 estj가 두번째로 많다는데","갤은 왜 이래? 다 어디갔어"
"75",119,"잔소리나 조언이 그렇게 듣기싫어?","난 지금 생각해보면어릴때 현실적인 팩폭안해주고그저 자기나쁜이미지 되기싫어서돈보다 니꿈을 찾아~^^조금 늦게취업해도 괜찮아이딴 희망심어주고 달콤한말 해준새끼들이제일 악질이라고 생각함ㅇㅇ새끼야 정신차리고 똑바로해라!!!!라고 뇌에 충격가게 해준 그분이 난 제일감사하고지금도 나한테 진심으로 해주는 팩폭 잔소리는감사히 새기면서 듣는다조언 쓴소리가 뭘그리 듣기싫어서 꼰대니 뭐니하는건지 이해가 안감"
"76",120,"잇프피) 너네 엔티제랑 비슷한거같애","근데 여기에는 왜 너희들 안좋은 묘사만 있는지 모르겠넹 "
"77",122,"너무외롭고힘든데 아무나친구하실분있나요????????????????????",""
"78",123,"ESTJ들아","너무 땅만 보지말고  "
"79",124,"Estj 인구수 2등인 이유","일단 본인은 엣팁이고Mbti조사에서 엣티제가 2등인게 이해안되서 자료 찾아봤음(실제 내주위에 엣티제가 없어서 의아했음)그때 자료표 보니까 2004년 자료임지금은 엣티제 소수일거고그때랑 다른 이유는 인터넷발달 때문임인터넷이랑 맛폰 대중화되면서E -> i 로 (밖에 나가서 안놀아도 할거많으니 히키로)J -> p로(좀더 무계획적 충동적 )성향들이 많이 변했을거임저때도 인터넷 있긴 했지만저 검사한 성인들은 이미 인터넷 영향전에성격형성 끝났을거임내 분석력 ㅍㅌㅊ?"
"80",125,"엣티제 성실하게 사는건 좋은데","남한테 계속 뭐라하는게 문제야"
"81",126,"estj들이 복수심 가지면 장난아닌듯 ","그것도 매우 교묘하고 천천히 목조르면서복수하는 스타일인듯....ㅎ소녀시대 제시카가 소설낸거보니까나는 이해가 감ㅎㅎ나 전회사에서 나괴롭혔던 사수 불법행위들..나 퇴사할때 인사라도 해줬으면 용서했을지 모르는데다 기억하고 있다가 퇴사하고 바로...는 아니고그 인간 새로 이직했을때그회사에 낯낯히 익명으로 메일보내고그전 불법행위들 신고했음ㅎㅎㅎ사수는 그회사 짤렸고 나는 안부문자로 요즘잘지내세요?^^문자보냈지...ㅎㅎ estj 건드리지마라 웃고있지만 삔또상하면 실질적이고매우 구체적으로 복수한다"
"82",127,"너넨 ISFP 어떰?","내 주변에는 ESTJ 없는 거 같은데 너네 성격이나 말하는 거 보니까 개빡셀 듯.."
"83",128,"Tmi","급식인데 우리반에 공부존나잘하는 엣티제새끼가 인팁애 좋아하는 것 같다눈에 딱 보임 말 존나 걸고 아침에 등교할 때마다 인사함그냥 그렇다고"
"84",130,"estj들은 모르는거 생기면 어떡해?","가끔 네이버 (공식사이트,지식in,블로그,카페 등등) 에 검색해봐도 안나오는 것들 있잖아?나온다 하더라도 사람들 말이 다 다르거나 신뢰성이 떨어지거나..하는 경우도 있고.나는 네이버에 검색해봐도 안나오는걸 찾다보니 디시인사이드 사이트 알게된거거든..근데 estj갤러리는 다른 mbti갤러리에 비해 게시글 수도 현저히 적고, 그나마 있는 게시글도 estj가 아닌 다른 유형의 사람들이 올린 글이 많더라고.estj가 애초에 커뮤니티를 잘 안해서 그런 것 같은데..그렇다면 estj들은 이런 경우에 어떤 방법으로 정보를 얻는걸까?"
"85",131,"내향 감정 인식형은 전설이다..","역시나 여기 글 3할은 어디서 estj스러운 상사한테 처맞고온 '그' 유형 중에서도 탑급 멍청이들 냄새 나네 ㅋㅋㅋ너희의 I는 introverted 가 아니라 irresponsible, irrational, incompetent라는 걸 알아줬으면 좋겠다꼽주면 현실에선 암말못하고 인터넷 커뮤 에타 이딴데서선민의식 ㅇㅈㄹ하면서 호박씨까겠지 같잖게 ㅋㅋ김어준, 장삐쭈 영상 그만 처 보세요 ~~~ㅇㅇㅇ씨~~~~ㅋㅋㅋ꽁~~해있기만하고 일처리 안바꿀거면 제발 혼자 살아라 인간들아,이딴새-끼들이 어떻게 우리법인을 처기어들어왔노? 진짜로?"
"86",132,"estj 본인 존경하는사람들","퍼거슨 손흥민 아마존 제프베이조스이재명 트럼프 부시전두환전 해군참모총장 황기철서장훈 허재대도서관(정치적성향이나 업적 별상관없음)워렌버핏은 제프베이조스처럼 기업으로 성과를창출하는 CEO가 아니라 걍 오로지 투자 투자..돈밖에 모르는 할배같아서 뭐 나쁘진 않은데 존경까진아님마크주커버그는 관심없고홍정욱은 최근에 실망했고삼성현대 초기회장들은 존경하나 이건희는 별로....두산 엘지 사장 스타일 별로....일론머스크 스티브잡스 극혐임ㅇㅇ"
"87",133,"Estj 부수고 다니는게 취미인 intj임","미안하다 "
"88",135,"내향 감정 인식형 중 극렬진영주의자가 많다는 설에 대한 고찰",""
"89",136,"나만 그런가?","         나 엣티제인데 가끔뭐랄까 다들 그러긴하겠지만 의도가 뻔히보이는 말에 굳이 의도대로 답하고싶어하지않아함 특히 그게 내가 기분이 나쁘고 내가 싫어하는애 혹은 내가 그말을해서 뒷감당을 오지게해야하는게 아니면 그냥 그럼 ㅋㅋㅋㅋㅋ그것도있고 기분나쁘면 일부러 그사람이 싫어하는 말을 골라서 하는게 엣티제 특일까아니면 다른사람도 그럴까 내 인성이 좆같은걸까 ㅇㅇ         "
"90",137,"우리 estj 갤 메인사진 이걸로 바꾸면 안될까요?ㅋㅋㅋ","         가장ㅇ estj 를 잘 나타내는 영화 짤이라고 생각합니다ㅋㅋㅋㅋㅋㅋ        "
"91",138,"엣티제들 다들 긍정적임?","난 ㅈㄴ 현실적이라 그런지 성향이 기질적으로 시니컬하고 부정적인거같다  "
"92",139,"엣티제맞음 ;;","         니네가 내글에 하도 엣티제 아닌거같다고 뭐라뭐라고하길래 다시 검사 뇌에 힘뽞!!주고해도 똑같음 바뀌는건없음 세상에 다양한사람들이있고 그 유형을 16가지 유형으로 얼추간추려놓은게 엠벼기 때문ㅇ ㅔ사람마다 다 다른거라고 생각하고 넘기는게 마음이 편할듯 ? ㅋㅋ ㅇㅇ        "
"93",140,"Mbti갤 유형간 갈등원인중에 이게 젤 큰거같음","자신이 싫어하는 사람을 특정유형에 투영해서거기에 속한 사람들 전체를 공격하는 경향이 있어서 그런듯조두순 유영철같은 흉악범죄자랑 같은 유형이라고해서거기 속한 모든사람이 범죄자는 아닌것처럼모든 인프피가 씹프피인것도 모든 엣티제가 불통인것도 아님"
"94",141,"주변 엣티제를 보면서 드는 생각과 궁금증","내 주변 엣티제들 공통점이 다들 워커홀릭임나같은 경우에 일은 그저 생활할 재화를 버는 수단이고일하는 분야가 재미없으면 성취욕이나 호승심이 안생김근데 주변 엣티제들이 일을 바라보는 시선은 나랑 많이 다른거같음남을 평가할때도 외모, 성격 등이 아니라 업무능력으로 판단하는 경우가 많고같이 대화를 해도 일, 투자계획 등이 대부분이고취미나 일상에 대한 얘기는 거의 없는듯 함일 자체가 좋은건지조직의 구성원으로써 인정을 받고싶은 경쟁심, 성취욕인지자본주의 사회에서 남들보다 앞서기 위해선지나도 그런 애티튜드를 보면서 동기부여되는 부분도 있지만사는게 피곤하지 않을까? 하는 생각이 듬2줄요약1. 엣티제들은 삶에서 일이 차지하는 부분이 굉장히 큰것같음2. 본인생활을 쪼개가며 열심히 하는 이유가 어디서 오는지 궁금함"
"95",142,"원래 엣티제 안 이러죠?","아빠가 엣티제고 제가 인티제인데요. 아빠가 하는 말 중에 틀린 거 있으면 반박하고, 말이 좀 이상하다 싶으면 고쳐드리는데요..아빠는 그게 아닌가 봐요. 항상 ""넌 왜 어른한테 그렇게 싸가지가 없냐"" 이러시면서 귀를 닫아버리시네요. 오빠가 엔프피인데 오빠가 먼저 잘못한 것도 그냥 제가 사과하래요. 나이 많으면 어른이라고, 저보다 더 경험한거 많으니까 잘못된것도 받아들이라네요..MBTI를 떠나서 그냥 아빠의 사상인걸까요?"
"96",144,"estj한테 먼저시비거는쪽은 전부 다른유형들임ㅋㅋㅋ","여기글만봐도전부 타유형들와서질문 분탕 찝쩍 뒷담에효...  갤분위기가 그유형이어떻게 살아가는지를 말해주는거겠지고생하는 서글픈 우리 estj"
"97",145,"엣티제는 인팁 어떻게 생각캐?","         인팁이 게으른걸 엣티제는 용납 못하는데, 엣티제가 인팁을 간섭하고 통제하려고 하는 순간 인팁과 사이가 멀어지려나??확실히 인팁보단 엔팁이 좀더 궁합이 맞나?        "
"98",146,"요즘 긍정적으로 생각하는것의 힘을느낌","전에는 엄청 부정적으로 살면서 스스로 대화를 하면서 자책을 엄청 많이 하고 스스로에게 제약을 많이 걸어놨는데긍정적으로 사니까 뭔가 마음속에 막힌 구멍이 뚫린 느낌이고살아가는데 힘이 남왜 그러는지는 점점 알아가는중"
"99",147,"J 갖고싶다","J 좀 나눠주실 엣티제 구함 나 공부해야 하는데 "
"100",148,"ENTJ랑 ESTJ랑 조합 어떤가요?","잘 안 맞는 편인가요?"
"101",150,"Isfp에 대해서 어떻게 생각해?","내가 estj인 마음에 드는사람이 있는데 어떻게 행동해야 할지 모르겟어 "
"102",151,"너네 n유형에 대해 어떻게 생각함??","n을 보면 무슨 생각이 들어? "
"103",152,"손님 왔다 인사 오지게 박아라","근데 왜 니들이 나랑 잘 맞는다고 나왔지? "
